user_id,institute_std,attempt_count,completed_attempt_count,class_count,test_count,avg_score_pct,avg_accuracy_expected_pct,avg_completion_pct,latest_attempt_at,ready_class_count,at_risk_class_count,overall_readiness_band,evidence_level
59178,EAST AKIM RURAL BANK LTD.,1,2,1,1,93.33,93.33,100.0,2025-11-11 18:08:04,1,0,READY,VERY_LOW
59241,UNKNOWN_UNMAPPED,1,3,1,1,90.0,90.0,100.0,2026-04-09 15:32:40,1,0,READY,VERY_LOW
59372,AMENFIMAN RURAL BANK LTD.,1,1,1,1,93.33,93.33,100.0,2025-11-11 09:03:18,1,0,READY,VERY_LOW
59577,ODOTOBRI RURAL BANK LTD.,2,2,1,2,88.33500000000001,88.33500000000001,100.0,2026-04-10 09:38:59,1,0,READY,VERY_LOW
59609,AHANTAMAN RURAL BANK LTD.,1,1,1,1,100.0,100.0,100.0,2025-11-11 08:30:55,1,0,READY,VERY_LOW
59800,AMENFIMAN RURAL BANK LTD.,2,3,1,2,100.0,100.0,100.0,2026-04-14 18:59:21,1,0,READY,VERY_LOW
60036,ATWIMA MPONUA RURAL BANK LTD.,1,3,1,1,80.0,80.0,100.0,2026-04-17 18:41:09,1,0,READY,VERY_LOW
60168,UPPER MANYA KRO RURAL BANK LTD,1,1,1,1,96.67,96.67,100.0,2025-04-30 12:39:51,1,0,READY,VERY_LOW
60289,NZEMA MANLE RURAL BANK LTD.,2,3,1,2,96.67,96.67,100.0,2026-04-17 21:19:07,1,0,READY,VERY_LOW
60318,YAA ASANTEWAA RURAL BANK LTD.,2,3,1,2,98.33500000000001,98.33500000000001,100.0,2026-04-18 23:34:52,1,0,READY,VERY_LOW
60367,Star Life Assurance Limited,2,3,1,2,94.16499999999999,94.16499999999999,100.0,2026-05-06 08:03:52,1,0,READY,VERY_LOW
60501,BONZALI RURAL BANK LIMITED,3,3,1,3,87.77666666666666,87.77666666666666,100.0,2026-04-08 16:27:49,1,0,READY,LOW
61103,SOUTH AKIM RURAL BANK LTD.,2,4,1,2,96.67,96.67,100.0,2026-04-13 08:58:47,1,0,READY,VERY_LOW
61174,AMANSIE WEST RURAL BANK LTD.,1,1,1,1,76.67,76.67,100.0,2025-11-04 14:22:09,1,0,READY,VERY_LOW
61301,ABOKOBI AREA RURAL BANK LTD.,2,2,1,2,91.67,91.67,100.0,2026-04-13 12:00:20,1,0,READY,VERY_LOW
61360,NSOATREMAN RURAL BANK LTD.,1,1,1,1,100.0,100.0,100.0,2026-04-17 14:23:47,1,0,READY,VERY_LOW
61467,JUABEN RURAL BANK LTD.,1,2,1,1,86.67,86.67,100.0,2026-04-17 21:31:07,1,0,READY,VERY_LOW
61643,KAJAJI SENIOR HIGH SCHOOL,3,10,2,3,52.5,52.5,100.0,2026-06-09 12:36:34,0,0,NEAR_READY,VERY_LOW
61840,NSOATREMAN RURAL BANK LTD.,1,1,1,1,90.0,90.0,100.0,2025-11-11 08:49:37,1,0,READY,VERY_LOW
62080,NZEMA MANLE RURAL BANK LTD.,1,2,1,1,100.0,100.0,100.0,2025-11-09 20:00:59,1,0,READY,VERY_LOW
62161,YAA ASANTEWAA RURAL BANK LTD.,1,4,1,1,83.33,83.33,100.0,2025-11-10 09:48:36,1,0,READY,VERY_LOW
62185,AMENFIMAN RURAL BANK LTD.,1,1,1,1,100.0,100.0,100.0,2025-11-07 07:46:39,1,0,READY,VERY_LOW
62202,BESSFA RURAL BANK LTD.,1,2,1,1,53.33,53.33,100.0,2025-11-08 20:09:40,0,0,NEAR_READY,VERY_LOW
62251,Star Life Assurance Limited,2,5,1,2,96.66499999999999,96.66499999999999,100.0,2026-05-08 13:30:21,1,0,READY,VERY_LOW
62260,EAST AKIM RURAL BANK LTD.,2,2,1,2,95.0,95.0,100.0,2026-04-09 10:28:20,1,0,READY,VERY_LOW
62264,OKOMFO ANOKYE RURAL BANK LTD.,1,2,1,1,90.0,90.0,100.0,2025-11-11 13:58:34,1,0,READY,VERY_LOW
62491,BOSOMTWE RURAL BANK LTD.,1,2,1,1,86.67,86.67,100.0,2026-04-13 19:41:31,1,0,READY,VERY_LOW
62644,AKUAPEM RURAL BANK LTD.,1,2,1,1,100.0,100.0,100.0,2026-04-17 08:25:23,1,0,READY,VERY_LOW
62664,CAPITAL RURAL BANK LTD.,1,1,1,1,100.0,100.0,100.0,2026-04-13 18:26:35,1,0,READY,VERY_LOW
63311,Nagie's Angels Educational,3,12,1,3,56.666666666666664,56.666666666666664,100.0,2023-03-12 22:44:10,0,0,NEAR_READY,LOW
63348,Opoku Ware School,1,3,1,1,70.0,70.0,100.0,2025-10-08 10:19:28,1,0,READY,VERY_LOW
63481,Opoku Ware School,1,3,1,1,100.0,100.0,100.0,2025-10-28 23:27:48,1,0,READY,VERY_LOW
63607,LOWER PRA RURAL BANK LTD.,2,3,1,2,95.0,95.0,100.0,2026-04-12 20:38:05,1,0,READY,VERY_LOW
63825,ARB APEX BANK PLC,1,2,1,1,86.67,86.67,100.0,2025-01-24 13:47:11,1,0,READY,VERY_LOW
63844,ARB APEX BANK PLC,2,2,1,2,96.66499999999999,96.66499999999999,100.0,2026-04-10 08:14:42,1,0,READY,VERY_LOW
64219,WETO RURAL BANK LTD.,2,5,1,2,90.0,91.66499999999999,100.0,2026-04-13 13:10:54,1,0,READY,VERY_LOW
64261,FIASEMAN RURAL BANK LTD.,1,2,1,1,93.33,93.33,100.0,2025-11-10 09:21:53,1,0,READY,VERY_LOW
64508,DANGME RURAL BANK LTD.,2,10,1,2,98.33500000000001,98.33500000000001,100.0,2026-04-13 21:14:20,1,0,READY,VERY_LOW
64635,Starlife Assurance,1,1,1,1,93.33,93.33,100.0,2026-05-07 15:29:52,1,0,READY,VERY_LOW
64793,YAA ASANTEWAA RURAL BANK LTD.,1,1,1,1,100.0,100.0,100.0,2026-04-16 17:14:08,1,0,READY,VERY_LOW
64973,ABOKOBI AREA RURAL BANK LTD.,2,3,1,2,91.66499999999999,91.66499999999999,100.0,2026-04-13 09:26:06,1,0,READY,VERY_LOW
64997,MANYA KROBO RURAL BANK LTD.,1,1,1,1,100.0,100.0,100.0,2026-04-14 09:51:23,1,0,READY,VERY_LOW
65225,NYANKUMASI AHENKRO RURAL BANK LTD.,2,3,1,2,96.67,96.67,100.0,2026-04-10 18:03:53,1,0,READY,VERY_LOW
65248,Opoku Ware School,1,2,1,1,90.0,90.0,100.0,2026-02-08 19:00:12,1,0,READY,VERY_LOW
65361,LOWER PRA RURAL BANK LTD.,1,2,1,1,93.33,93.33,100.0,2026-04-13 10:53:44,1,0,READY,VERY_LOW
65520,BUILSA COMMUNITY BANK LTD.,3,6,1,3,93.33333333333333,93.33333333333333,100.0,2026-04-13 18:11:18,1,0,READY,LOW
65747,KWAHU PRASO RURAL BANK LIMITED,2,2,1,2,86.67,86.67,100.0,2026-04-13 11:41:08,1,0,READY,VERY_LOW
65797,Kajaji Senior High School,1,2,1,1,40.0,40.0,100.0,2026-06-09 17:00:56,0,1,AT_RISK,VERY_LOW
65847,Amansie Bank PLC,2,2,1,2,95.0,95.0,100.0,2026-04-08 09:38:06,1,0,READY,VERY_LOW
65883,ASANTE AKYEM RURAL BANK LTD.,2,5,1,2,88.33,88.33,100.0,2026-04-09 18:11:38,1,0,READY,VERY_LOW
66020,ASOKORE RURAL BANK LTD.,1,2,1,1,90.0,90.0,100.0,2026-04-09 15:10:02,1,0,READY,VERY_LOW
66033,TIZAA RURAL BANK LTD.,2,4,1,2,91.66499999999999,91.66499999999999,100.0,2026-04-14 17:32:19,1,0,READY,VERY_LOW
66084,YAA ASANTEWAA RURAL BANK LTD.,1,2,1,1,83.33,83.33,100.0,2025-11-11 11:36:34,1,0,READY,VERY_LOW
66157,AMENFIMAN RURAL BANK LTD.,2,5,1,2,93.33500000000001,93.33500000000001,100.0,2026-04-09 08:55:40,1,0,READY,VERY_LOW
66384,MEPE AREA RURAL BANK LTD.,1,2,1,1,86.67,86.67,100.0,2025-11-05 09:55:20,1,0,READY,VERY_LOW
66459,StarLife Assurance Limited,2,2,1,2,91.66499999999999,91.66499999999999,100.0,2026-05-13 14:27:50,1,0,READY,VERY_LOW
66644,MANYA KROBO RURAL BANK LTD.,1,1,1,1,96.67,96.67,100.0,2026-04-14 18:25:31,1,0,READY,VERY_LOW
66925,ANLO RURAL BANK LIMITED,3,6,1,3,96.66666666666667,96.66666666666667,100.0,2026-04-16 08:40:27,1,0,READY,LOW
67217,BONZALI RURAL BANK LTD.,1,1,1,1,76.67,76.67,100.0,2026-04-14 13:54:14,1,0,READY,VERY_LOW
67253,Zeepay,1,1,1,1,83.33,83.33,100.0,2023-05-22 15:21:29,1,0,READY,VERY_LOW
67364,AVENOR RURAL BANK LTD.,1,1,1,1,73.33,73.33,100.0,2026-04-14 06:02:06,1,0,READY,VERY_LOW
67771,LOWER PRA RURAL BANK LTD.,2,3,1,2,98.33500000000001,98.33500000000001,100.0,2026-04-10 09:26:22,1,0,READY,VERY_LOW
67793,Suhum Rural Bank LTD.,2,3,1,2,96.66499999999999,96.66499999999999,100.0,2026-04-13 10:57:45,1,0,READY,VERY_LOW
67951,ARB APEX BANK PLC,1,1,1,1,90.0,90.0,100.0,2026-04-17 16:44:55,1,0,READY,VERY_LOW
68031,CAPITAL RURAL BANK LTD.,3,4,1,3,92.22333333333334,92.22333333333334,100.0,2026-04-07 11:46:48,1,0,READY,LOW
68118,AHAFO ANO PREMIER RURAL BANK L,1,11,1,1,93.33,93.33,100.0,2026-04-18 15:48:32,1,0,READY,VERY_LOW
68175,ASANTE AKYEM RURAL BANK LTD.,1,1,1,1,83.33,83.33,100.0,2025-11-11 14:47:34,1,0,READY,VERY_LOW
68317,BOSOMTWE RURAL BANK LTD.,1,3,1,1,46.67,46.67,100.0,2026-04-14 14:20:33,0,0,NEAR_READY,VERY_LOW
68341,AMENFIMAN RURAL BANK LTD.,1,1,1,1,96.67,96.67,100.0,2025-11-06 17:34:24,1,0,READY,VERY_LOW
68540,ODUPONGKPE RURAL BANK,1,1,1,1,96.67,96.67,100.0,2025-11-04 14:08:50,1,0,READY,VERY_LOW
68566,KWAHU PRASO RURAL BANK LIMITED,3,5,1,3,96.66666666666667,96.66666666666667,100.0,2026-04-13 08:44:30,1,0,READY,LOW
68594,Star Life Assurance Limited,2,6,1,2,90.83500000000001,90.83500000000001,100.0,2026-04-23 10:42:24,1,0,READY,VERY_LOW
68645,YAA ASANTEWAA RURAL BANK LTD.,2,5,1,2,95.0,95.0,100.0,2026-04-10 10:27:52,1,0,READY,VERY_LOW
68656,FIASEMAN RURAL BANK LTD.,2,4,1,2,95.0,95.0,100.0,2026-04-14 14:23:21,1,0,READY,VERY_LOW
68667,SOUTH AKIM RURAL BANK LTD.,2,6,1,2,95.0,95.0,100.0,2026-04-17 09:40:58,1,0,READY,VERY_LOW
68906,NZEMA MANLE RURAL BANK LTD.,2,4,1,2,96.66499999999999,96.66499999999999,100.0,2026-04-13 15:27:27,1,0,READY,VERY_LOW
68952,ARB APEX BANK PLC,3,4,1,3,93.33,93.33,100.0,2025-11-28 11:40:59,1,0,READY,LOW
69022,ABOKOBI AREA RURAL BANK LTD.,1,1,1,1,100.0,100.0,100.0,2025-11-11 18:36:23,1,0,READY,VERY_LOW
69231,BOSOMTWE RURAL BANK LTD.,1,3,1,1,76.67,76.67,100.0,2026-04-18 22:46:33,1,0,READY,VERY_LOW
69551,ASOKORE RURAL BANK LTD.,1,2,1,1,96.67,96.67,100.0,2026-04-13 07:38:32,1,0,READY,VERY_LOW
69576,NYANKUMASI AHENKRO RURAL BANK LTD,1,3,1,1,100.0,100.0,100.0,2025-11-05 08:53:50,1,0,READY,VERY_LOW
69619,ARB APEX BANK PLC,2,4,1,2,83.33500000000001,83.33500000000001,100.0,2026-04-17 19:56:44,1,0,READY,VERY_LOW
69907,AMENFIMAN RURAL BANK LTD.,2,2,1,2,98.33500000000001,98.33500000000001,100.0,2026-04-13 07:14:40,1,0,READY,VERY_LOW
70037,BRAKWA BREMAN RURAL BANK LTD.,1,1,1,1,83.33,83.33,100.0,2026-04-14 08:07:00,1,0,READY,VERY_LOW
70213,BONZALI RURAL BANK LTD.,1,1,1,1,96.67,96.67,100.0,2025-11-10 14:18:23,1,0,READY,VERY_LOW
70430,AMENFIMAN RURAL BANK LTD.,1,1,1,1,100.0,100.0,100.0,2025-11-07 20:12:42,1,0,READY,VERY_LOW
70568,ODOTOBRI RURAL BANK LTD.,2,3,1,2,88.33500000000001,88.33500000000001,100.0,2026-04-14 13:53:02,1,0,READY,VERY_LOW
70595,ASOKORE RURAL BANK LTD.,1,1,1,1,93.33,93.33,100.0,2026-04-10 08:02:09,1,0,READY,VERY_LOW
70777,Opoku Ware School,2,7,2,2,65.0,65.0,100.0,2025-11-14 20:17:22,1,0,READY,VERY_LOW
70800,KAJAJI SENIOR HIGH SCHOOL,5,45,1,5,66.0,66.0,100.0,2026-06-09 20:42:03,1,0,READY,LOW
70985,OKOMFO ANOKYE RURAL BANK LTD.,1,3,1,1,70.0,70.0,100.0,2025-11-10 21:59:23,1,0,READY,VERY_LOW
71070,BAWJIASE AREA RURAL BANK LTD.,2,10,1,2,78.33500000000001,78.33500000000001,100.0,2026-04-13 13:24:12,1,0,READY,VERY_LOW
71242,BRAKWA BREMAN RURAL BANK LTD.,1,3,1,1,93.33,93.33,100.0,2026-04-16 14:50:15,1,0,READY,VERY_LOW
71250,AMENFIMAN RURAL BANK LTD.,1,2,1,1,96.67,100.0,100.0,2025-11-10 18:58:23,1,0,READY,VERY_LOW
71260,ARB APEX BANK PLC,1,2,1,1,93.33,93.33,100.0,2025-11-11 17:03:54,1,0,READY,VERY_LOW
71273,ODOTOBRI RURAL BANK LTD.,2,3,1,2,96.66499999999999,96.66499999999999,100.0,2026-04-13 18:54:51,1,0,READY,VERY_LOW
71635,ATWIMA MPONUA RURAL BANK LTD.,1,1,1,1,93.33,93.33,100.0,2026-04-17 18:51:38,1,0,READY,VERY_LOW
71700,FIASEMAN RURAL BANK LTD.,2,5,1,2,80.0,80.0,100.0,2026-04-14 09:34:22,1,0,READY,VERY_LOW
71891,Tusk Foundation,2,3,2,2,67.5,67.5,100.0,2023-09-15 21:41:30,2,0,READY,VERY_LOW
72144,Kajaji Senior High school,2,4,2,2,45.0,45.0,100.0,2026-05-29 14:45:15,0,1,NEAR_READY,VERY_LOW
72456,ODOTOBRI RURAL BANK LTD.,2,2,1,2,86.66499999999999,86.66499999999999,100.0,2026-04-13 17:46:42,1,0,READY,VERY_LOW
72744,ARB APEX BANK PLC,3,3,1,3,94.44666666666667,94.44666666666667,100.0,2025-11-28 13:14:25,1,0,READY,LOW
72901,Nyankumasi Ahenkro Rural bank,2,9,1,2,76.66499999999999,76.66499999999999,100.0,2026-04-14 09:33:06,1,0,READY,VERY_LOW
72991,FIASEMAN RURAL BANK LTD.,2,4,1,2,91.66499999999999,91.66499999999999,100.0,2026-04-13 12:51:33,1,0,READY,VERY_LOW
73510,OKOMFO ANOKYE RURAL BANK LTD.,1,2,1,1,83.33,83.33,100.0,2025-11-09 17:34:21,1,0,READY,VERY_LOW
73560,BONZALI RURAL BANK LIMITED,3,3,1,3,94.44333333333333,95.55666666666667,100.0,2026-04-13 16:39:09,1,0,READY,LOW
73700,BESSFA RURAL BANK LTD.,1,3,1,1,46.67,46.67,100.0,2025-11-11 09:44:44,0,0,NEAR_READY,VERY_LOW
73997,NSUTAMAN RURAL BANK LTD.,2,2,1,2,96.67,96.67,100.0,2026-04-10 08:59:02,1,0,READY,VERY_LOW
74002,KUMAWUMAN RURAL BANK LTD.,2,4,1,2,95.0,95.0,100.0,2026-04-08 22:09:07,1,0,READY,VERY_LOW
74242,StarLife Assurance,2,6,1,2,74.0,74.0,100.0,2026-01-06 09:26:24,1,0,READY,VERY_LOW
74255,ADANSI RURAL BANK LIMITED,2,2,1,2,93.33500000000001,93.33500000000001,100.0,2026-04-14 17:59:42,1,0,READY,VERY_LOW
74274,KWAHU PRASO RURAL BANK LIMITED,3,3,1,3,85.55666666666667,85.55666666666667,100.0,2026-04-13 08:51:49,1,0,READY,LOW
74564,FIASEMAN RURAL BANK LTD.,1,2,1,1,93.33,93.33,100.0,2025-11-08 20:34:39,1,0,READY,VERY_LOW
74692,KINTAMPO RURAL BANK LTD.,1,1,1,1,93.33,93.33,100.0,2025-11-10 15:18:35,1,0,READY,VERY_LOW
74888,ODOTOBRI RURAL BANK LTD.,2,3,1,2,90.0,90.0,100.0,2026-04-13 16:49:13,1,0,READY,VERY_LOW
74951,NAARA RURAL BANK LTD.,1,1,1,1,96.67,96.67,100.0,2025-11-06 11:24:09,1,0,READY,VERY_LOW
75336,ODOTOBRI RURAL BANK LTD.,2,2,1,2,91.66499999999999,91.66499999999999,100.0,2026-04-16 17:45:30,1,0,READY,VERY_LOW
75355,ANLO RURAL BANK LIMITED,2,5,1,2,96.67,96.67,100.0,2026-04-16 20:22:45,1,0,READY,VERY_LOW
75516,AKUAPEM RURAL BANK LTD.,2,3,1,2,96.66499999999999,96.66499999999999,100.0,2026-04-16 10:13:47,1,0,READY,VERY_LOW
75552,CITIZENS RURAL BANK LTD.,1,1,1,1,96.67,96.67,100.0,2026-04-17 09:05:48,1,0,READY,VERY_LOW
75667,NZEMA MANLE RURAL BANK LTD.,1,2,1,1,100.0,100.0,100.0,2026-04-13 18:59:05,1,0,READY,VERY_LOW
75830,CAPITAL RURAL BANK LTD.,3,5,1,3,95.55666666666667,95.55666666666667,100.0,2026-04-07 13:00:21,1,0,READY,LOW
75966,CPS,5,14,5,5,85.0,85.0,100.0,2026-04-17 07:23:20,5,0,READY,VERY_LOW
76134,ADANSI RURAL BANK LTD.,1,1,1,1,100.0,100.0,100.0,2025-11-10 18:40:28,1,0,READY,VERY_LOW
76292,WAMFIE RURAL BANK LTD.,1,1,1,1,90.0,90.0,100.0,2026-04-15 14:29:30,1,0,READY,VERY_LOW
76406,ODOTOBRI RURAL BANK LTD.,2,4,1,2,95.0,95.0,100.0,2026-04-10 16:51:26,1,0,READY,VERY_LOW
76533,LOWER PRA RURAL BANK LTD.,2,3,1,2,93.33500000000001,93.33500000000001,100.0,2026-04-13 13:52:55,1,0,READY,VERY_LOW
76544,AMANSIE WEST RURAL BANK LTD.,2,2,1,2,96.66499999999999,96.66499999999999,100.0,2026-04-07 12:38:26,1,0,READY,VERY_LOW
76568,AVENOR RURAL BANK LTD.,1,3,1,1,90.0,90.0,100.0,2026-04-14 08:59:59,1,0,READY,VERY_LOW
76580,SOUTH AKIM RURAL BANK LTD.,1,1,1,1,100.0,100.0,100.0,2026-04-16 15:29:12,1,0,READY,VERY_LOW
76664,BONZALI RURAL BANK LTD.,2,5,1,2,95.0,95.0,100.0,2026-04-09 10:24:34,1,0,READY,VERY_LOW
76805,EAST AKIM RURAL BANK LTD.,1,1,1,1,86.67,86.67,100.0,2025-11-05 09:01:06,1,0,READY,VERY_LOW
76916,AMENFIMAN RURAL BANK LTD.,2,4,1,2,95.0,95.0,100.0,2026-04-11 10:43:04,1,0,READY,VERY_LOW
76975,LOWER PRA RURAL BANK LTD.,2,2,1,2,95.0,95.0,100.0,2026-04-13 16:24:58,1,0,READY,VERY_LOW
77417,High ages Micro finance,4,16,1,4,88.3325,88.3325,100.0,2025-11-26 09:44:29,1,0,READY,LOW
77473,AMENFIMAN RURAL BANK LTD.,2,2,1,2,96.66499999999999,96.66499999999999,100.0,2026-04-13 12:35:27,1,0,READY,VERY_LOW
77552,AKUAPEM RURAL BANK LTD.,1,1,1,1,90.0,90.0,100.0,2026-04-13 13:53:38,1,0,READY,VERY_LOW
77721,AMENFIMAN RURAL BANK LTD.,1,4,1,1,90.0,90.0,100.0,2025-11-08 03:01:16,1,0,READY,VERY_LOW
77909,BONZALI RURAL BANK LTD.,1,1,1,1,93.33,93.33,100.0,2025-11-05 10:10:44,1,0,READY,VERY_LOW
78221,NYANKUMASI AHENKRO RURAL BANK LTD.,2,33,1,2,98.33500000000001,98.33500000000001,100.0,2026-04-13 14:58:50,1,0,READY,VERY_LOW
78414,Star Life Assurance Limited,2,3,1,2,100.0,100.0,100.0,2026-04-29 14:50:04,1,0,READY,VERY_LOW
78580,OKOMFO ANOKYE RURAL BANK LTD.,1,1,1,1,93.33,93.33,100.0,2025-11-10 16:48:21,1,0,READY,VERY_LOW
78624,DROBO COMMUNITY BANK LTD.,2,2,1,2,88.33,88.33,100.0,2026-04-13 16:43:54,1,0,READY,VERY_LOW
78873,OKOMFO ANOKYE RURAL BANK LTD.,2,2,1,2,90.0,90.0,100.0,2026-04-15 16:38:49,1,0,READY,VERY_LOW
79045,AKUAPEM RURAL BANK LTD.,1,1,1,1,86.67,86.67,100.0,2026-04-13 10:22:03,1,0,READY,VERY_LOW
79230,NZEMA MANLE RURAL BANK LTD.,2,2,1,2,96.66499999999999,96.66499999999999,100.0,2026-04-13 14:07:54,1,0,READY,VERY_LOW
79255,Opoku Ware School,1,5,1,1,60.0,60.0,100.0,2025-11-10 02:38:06,0,0,NEAR_READY,VERY_LOW
79362,BRAKWA BREMAN RURAL BANK LTD.,2,11,1,2,96.67,96.67,100.0,2026-04-13 17:54:00,1,0,READY,VERY_LOW
79366,AMENFIMAN RURAL BANK LTD.,2,2,1,2,98.33500000000001,98.33500000000001,100.0,2026-04-10 07:55:35,1,0,READY,VERY_LOW
79458,Star Life Assurance Limited,2,3,1,2,94.16499999999999,94.16499999999999,100.0,2026-05-08 15:30:07,1,0,READY,VERY_LOW
79633,ASSINMAN RURAL BANK LTD.,2,4,1,2,88.33500000000001,88.33500000000001,100.0,2026-04-12 16:37:08,1,0,READY,VERY_LOW
79691,KWAHU PRASO RURAL BANK LTD.,2,2,1,2,86.67,86.67,100.0,2026-04-14 08:26:54,1,0,READY,VERY_LOW
79695,AMENFIMAN RURAL BANK LTD.,1,1,1,1,96.67,96.67,100.0,2025-11-11 08:06:58,1,0,READY,VERY_LOW
79826,OKOMFO ANOKYE RURAL BANK LTD.,2,5,1,2,100.0,100.0,100.0,2026-04-13 08:44:25,1,0,READY,VERY_LOW
79872,UPPER AMENFI RURAL BANK LTD.,2,7,1,2,96.67,96.67,100.0,2026-04-14 09:16:59,1,0,READY,VERY_LOW
80047,OPOKU WARE SCHOOL,2,14,2,2,75.0,75.0,100.0,2026-02-26 08:08:58,2,0,READY,VERY_LOW
80089,MANYA KROBO RURAL BANK LTD.,1,1,1,1,93.33,93.33,100.0,2026-04-14 09:52:30,1,0,READY,VERY_LOW
80091,ATIWA RURAL BANK LTD.,2,2,1,2,90.0,90.0,100.0,2026-04-13 17:15:37,1,0,READY,VERY_LOW
80096,BAWJIASE AREA RURAL BANK LTD.,2,9,1,2,75.0,75.0,100.0,2026-04-11 22:14:30,1,0,READY,VERY_LOW
80151,ARB APEX BANK PLC,2,5,1,2,93.33500000000001,93.33500000000001,100.0,2025-11-28 13:54:28,1,0,READY,VERY_LOW
80287,ASANTE AKYEM RURAL BANK LTD.,2,3,1,2,96.66499999999999,96.66499999999999,100.0,2026-04-13 15:41:42,1,0,READY,VERY_LOW
80304,SONZELE RURAL BANK LTD.,2,6,1,2,91.66499999999999,91.66499999999999,100.0,2026-04-18 19:58:52,1,0,READY,VERY_LOW
80496,ATIWA RURAL BANK LTD.,1,3,1,1,90.0,90.0,100.0,2025-11-11 21:11:49,1,0,READY,VERY_LOW
80515,UNKNOWN_UNMAPPED,1,4,1,1,43.4,43.4,100.0,2023-07-26 21:19:30,0,1,AT_RISK,VERY_LOW
80551,BOSOMTWE RURAL BANK LTD.,1,2,1,1,76.67,76.67,100.0,2025-11-11 16:38:41,1,0,READY,VERY_LOW
80595,ARB APEX BANK PLC,2,4,1,2,96.67,96.67,100.0,2026-04-07 17:10:26,1,0,READY,VERY_LOW
80641,KAKUM RURAL BANK.,2,2,1,2,95.0,95.0,100.0,2026-04-13 10:25:10,1,0,READY,VERY_LOW
80718,KaPPS,3,8,3,3,65.0,65.0,100.0,2026-02-06 21:32:38,2,1,READY,VERY_LOW
80759,NANDOM RURAL BANK LTD.,1,1,1,1,56.67,56.67,100.0,2026-04-10 18:27:44,0,0,NEAR_READY,VERY_LOW
80773,ATWIMA RURAL BANK LTD.,1,1,1,1,90.0,90.0,100.0,2025-11-05 15:06:05,1,0,READY,VERY_LOW
80999,ASSINMAN RURAL BANK LTD.,2,3,1,2,90.0,90.0,100.0,2026-04-13 19:47:43,1,0,READY,VERY_LOW
81187,MICROFIN RURAL BANK LTD.,1,2,1,1,100.0,100.0,100.0,2026-04-10 17:59:16,1,0,READY,VERY_LOW
81326,WETO RURAL BANK LTD.,1,1,1,1,96.67,96.67,100.0,2025-11-10 14:47:32,1,0,READY,VERY_LOW
81806,ADA RURAL BANK LTD.,1,2,1,1,96.67,96.67,100.0,2026-04-13 15:05:39,1,0,READY,VERY_LOW
82212,TIZAA RURAL BANK LTD.,1,1,1,1,96.67,96.67,100.0,2026-04-11 16:02:04,1,0,READY,VERY_LOW
82412,AMENFIMAN RURAL BANK LTD.,1,1,1,1,96.67,96.67,100.0,2025-11-07 12:39:06,1,0,READY,VERY_LOW
82646,UNKNOWN_UNMAPPED,1,1,1,1,96.67,96.67,100.0,2025-11-06 09:16:06,1,0,READY,VERY_LOW
82723,BONZALI RURAL BANK LIMITED,3,3,1,3,94.44333333333333,94.44333333333333,100.0,2026-04-08 08:58:20,1,0,READY,LOW
82838,AHANTAMAN RURAL BANK LTD.,1,1,1,1,93.33,93.33,100.0,2026-04-18 10:56:29,1,0,READY,VERY_LOW
82956,ARB APEX BANK PLC,2,3,1,2,90.0,90.0,100.0,2025-12-10 17:59:12,1,0,READY,VERY_LOW
82962,BOSOMTWE RURAL BANK LTD.,1,1,1,1,83.33,83.33,100.0,2026-04-12 10:17:48,1,0,READY,VERY_LOW
83059,Maltaaba Community Bank,2,7,1,2,88.33,88.33,100.0,2026-04-13 17:08:08,1,0,READY,VERY_LOW
83187,NAARA RURAL BANK LTD.,1,4,1,1,100.0,100.0,100.0,2026-04-14 09:11:59,1,0,READY,VERY_LOW
83214,UNKNOWN_UNMAPPED,1,34,1,1,100.0,100.0,100.0,2026-04-13 18:52:12,1,0,READY,VERY_LOW
83244,NZEMA MANLE RURAL BANK LTD.,1,1,1,1,86.67,86.67,100.0,2026-04-13 18:25:22,1,0,READY,VERY_LOW
83293,ABOKOBI AREA RURAL BANK LTD.,2,4,1,2,95.0,95.0,100.0,2026-04-13 08:04:42,1,0,READY,VERY_LOW
84160,SOUTH AKIM RURAL BANK LTD.,2,2,1,2,100.0,100.0,100.0,2026-04-16 17:55:05,1,0,READY,VERY_LOW
84278,KWAHU PRASO RURAL BANK LIMITED,2,3,1,2,88.33500000000001,88.33500000000001,100.0,2026-04-13 08:06:01,1,0,READY,VERY_LOW
84378,OKOMFO ANOKYE RURAL BANK LTD.,2,2,1,2,91.66499999999999,91.66499999999999,100.0,2026-04-13 09:13:49,1,0,READY,VERY_LOW
84398,Zeepay HQ,1,3,1,1,86.67,86.67,100.0,2023-05-22 16:25:08,1,0,READY,VERY_LOW
84559,FIASEMAN RURAL BANK LTD.,1,2,1,1,86.67,86.67,100.0,2025-11-09 18:45:13,1,0,READY,VERY_LOW
84567,ABOKOBI AREA RURAL BANK LTD.,2,3,1,2,96.67,96.67,100.0,2026-04-09 13:36:23,1,0,READY,VERY_LOW
84637,UNKNOWN_UNMAPPED,1,2,1,1,60.0,60.0,100.0,2026-03-05 18:19:56,0,0,NEAR_READY,VERY_LOW
84679,ASOKORE RURAL BANK LTD.,1,1,1,1,100.0,100.0,100.0,2026-04-10 14:49:36,1,0,READY,VERY_LOW
84775,UNKNOWN_UNMAPPED,3,5,3,3,82.5,82.5,100.0,2026-03-13 15:43:02,3,0,READY,VERY_LOW
