user_id,institute_std,class_id,avg_score_pct,avg_accuracy_expected_pct,avg_completion_pct,attempt_count,test_count,question_evidence_count,repeat_attempt_available_flag,readiness_score_pct,evidence_score,evidence_level,low_evidence_flag,readiness_eligible_flag,readiness_block_reason,readiness_band,readiness_confidence_level
346996,FIASEMAN RURAL BANK LTD.,520,78.33,78.33,100.0,2,2,2,0,82.66,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
347127,StarLife Assurance,600,94.16499999999999,94.16499999999999,100.0,2,2,2,1,95.33,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
347211,KAASEMAN RURAL BANK LTD.,520,96.66499999999999,96.66499999999999,100.0,2,2,2,0,97.33,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
347301,NZEMA MANLE RURAL BANK LTD.,520,96.67,96.67,100.0,1,1,1,1,97.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
347555,AMENFIMAN RURAL BANK LTD.,520,100.0,100.0,100.0,2,2,2,1,100.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
347705,ASANTE AKYEM RURAL BANK LTD.,520,86.67,86.67,100.0,1,1,1,0,89.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
347739,DROBO COMMUNITY BANK LTD.,520,93.33,93.33,100.0,1,1,1,1,94.66,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
347776,UNKNOWN_UNMAPPED,520,90.0,90.0,100.0,1,1,1,0,92.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
347883,Opoku Ware School,596,80.0,80.0,100.0,1,1,1,0,84.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
348196,SEFWIMAN RURAL BANK LTD.,520,100.0,100.0,100.0,1,1,1,0,100.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
348251,AHANTAMAN RURAL BANK LTD.,520,93.33500000000001,93.33500000000001,100.0,2,2,2,0,94.67,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
348434,ADANSI RURAL BANK LIMITED,520,91.67,91.67,100.0,2,2,2,0,93.34,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
348495,Star Life Assurance Limited,600,91.66499999999999,91.66499999999999,100.0,2,2,2,1,93.33,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
348676,ODOTOBRI RURAL BANK LTD.,520,86.67,86.67,100.0,2,2,2,1,89.34,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
348706,StarLife Assurance Limited,600,100.0,100.0,100.0,2,2,2,1,100.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
348834,AMENFIMAN RURAL BANK LTD.,520,98.33500000000001,98.33500000000001,100.0,2,2,2,0,98.67,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
348835,CPS,623,55.0,55.0,100.0,1,1,1,1,64.0,9.47,VERY_LOW,1,1,none,NEAR_READY,VERY_LOW
348835,CPS,624,80.0,80.0,100.0,1,1,1,1,84.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
348835,CPS,626,80.0,80.0,100.0,1,1,1,1,84.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
348835,CPS,627,85.0,85.0,100.0,1,1,1,1,88.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
348835,CPS,629,95.0,95.0,100.0,1,1,1,1,96.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
348922,Star Life Assurance Limited,600,100.0,100.0,100.0,2,2,2,1,100.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
349002,SOUTH AKIM RURAL BANK LTD.,520,93.33500000000001,93.33500000000001,100.0,2,2,2,1,94.67,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
349025,ASANTE AKYEM RURAL BANK LTD.,520,81.67,81.67,100.0,2,2,2,1,85.34,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
349150,KWAHU RURAL BANK LTD.,520,98.33500000000001,98.33500000000001,100.0,2,2,2,0,98.67,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
349243,ATWIMA MPONUA RURAL BANK LTD.,520,90.0,90.0,100.0,1,1,1,1,92.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
349277,ATIWA RURAL BANK LTD,520,96.67,96.67,100.0,1,1,1,0,97.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
349359,ASOKORE RURAL BANK LTD.,520,100.0,100.0,100.0,1,1,1,1,100.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
349377,SEFWIMAN RURAL BANK LTD.,520,96.67,96.67,100.0,1,1,1,0,97.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
349431,OKOMFO ANOKYE RURAL BANK LTD.,520,83.33500000000001,83.33500000000001,100.0,2,2,2,1,86.67,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
349692,LESHEGO,70,91.66499999999999,91.66499999999999,100.0,2,2,2,0,93.33,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
349717,OKOMFO ANOKYE RURAL BANK LTD.,520,86.67,86.67,100.0,1,1,1,1,89.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
349773,ASUTIFI RURAL BANK LTD.,520,80.0,80.0,100.0,1,1,1,0,84.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
349796,AMANSIE WEST RURAL BANK LTD.,520,98.33500000000001,98.33500000000001,100.0,2,2,2,0,98.67,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
349916,MICROFIN RURAL BANK LIMITED,520,86.67,86.67,100.0,1,1,1,0,89.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
349970,NYANKUMASI AHENKRO RURAL BANK,520,96.66499999999999,96.66499999999999,100.0,2,2,2,1,97.33,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
350058,LOWER PRA RURAL BANK LTD.,520,90.0,90.0,100.0,2,2,2,0,92.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
350385,FIASEMAN RURAL BANK LTD.,520,56.67,56.67,100.0,1,1,1,0,65.34,9.47,VERY_LOW,1,1,none,NEAR_READY,VERY_LOW
350414,AKUAPEM RURAL BANK LTD.,520,83.33,83.33,100.0,1,1,1,0,86.66,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
350470,Juaben Rural Bank,520,100.0,100.0,100.0,1,1,1,1,100.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
350850,Starlife assurance company,601,100.0,100.0,100.0,1,1,1,1,100.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
350868,Nkoranman Rural bank,520,96.67,96.67,100.0,2,2,2,1,97.34,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
351051,KUMAWUMAN RURAL BANK LTD.,520,100.0,100.0,100.0,1,1,1,1,100.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
351277,FIASEMAN RURAL BANK LTD.,520,98.33500000000001,98.33500000000001,100.0,2,2,2,1,98.67,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
351468,BAWJIASE AREA RURAL BANK LTD.,520,93.33,93.33,100.0,1,1,1,0,94.66,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
351491,ATIWA RURAL BANK LTD,520,93.33,93.33,100.0,1,1,1,1,94.66,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
351663,AMUGA RURAL BANK LTD.,520,80.0,80.0,100.0,2,2,2,1,84.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
351839,UNKNOWN_UNMAPPED,629,90.0,90.0,100.0,1,1,1,0,92.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
351862,MEST,255,35.0,35.0,100.0,1,1,1,0,48.0,9.47,VERY_LOW,1,1,none,AT_RISK,VERY_LOW
352208,KAASEMAN RURAL BANK LTD.,520,93.33500000000001,93.33500000000001,100.0,2,2,2,0,94.67,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
352246,ENYAN DENKYIRA RURAL BANK LTD.,520,91.11333333333334,91.11333333333334,100.0,3,3,3,1,92.89,24.4,LOW,0,1,none,READY,LOW
352354,ANUM RURAL BANK LTD.,520,95.0,95.0,100.0,2,2,2,1,96.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
352433,UNKNOWN_UNMAPPED,520,95.0,95.0,100.0,2,2,2,0,96.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
352572,ATWIMA RURAL BANK LTD,520,80.0,80.0,100.0,2,2,2,0,84.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
352615,NYANKUMASI AHENKRO RURAL BANK PLC,520,96.66499999999999,96.66499999999999,100.0,2,2,2,0,97.33,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
352728,OKOMFO ANOKYE RURAL BANK LTD.,520,90.0,90.0,100.0,2,2,2,1,92.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
352822,NZEMA MANLE RURAL BANK LTD.,520,100.0,100.0,100.0,1,1,1,0,100.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
352856,EAST AKIM RURAL BANK LTD.,520,83.33,83.33,100.0,1,1,1,0,86.66,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
352877,UNKNOWN_UNMAPPED,520,90.0,90.0,100.0,1,1,1,0,92.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
352880,Opoku Ware School,596,70.0,70.0,100.0,1,1,1,1,76.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
352890,KINTAMPO RURAL BANK LTD.,520,90.0,90.0,100.0,2,2,2,1,92.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
353123,BESSFA RURAL BANK LTD,520,76.67,76.67,100.0,1,1,1,0,81.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
353157,UNKNOWN_UNMAPPED,360,100.0,100.0,100.0,1,1,1,1,100.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
353157,UNKNOWN_UNMAPPED,623,80.0,80.0,100.0,1,1,1,1,84.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
353157,UNKNOWN_UNMAPPED,624,75.0,75.0,100.0,1,1,1,1,80.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
353157,UNKNOWN_UNMAPPED,626,65.0,65.0,100.0,1,1,1,1,72.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
353157,UNKNOWN_UNMAPPED,627,85.0,85.0,100.0,1,1,1,1,88.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
353157,UNKNOWN_UNMAPPED,629,75.0,75.0,100.0,1,1,1,1,80.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
353180,EAST AKIM RURAL BANK LTD.,520,98.33500000000001,98.33500000000001,100.0,2,2,2,0,98.67,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
353407,Opoku Ware School,360,40.0,40.0,100.0,1,1,1,1,52.0,9.47,VERY_LOW,1,1,none,AT_RISK,VERY_LOW
353407,Opoku Ware School,598,90.0,90.0,100.0,1,1,1,1,92.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
353407,Opoku Ware School,599,70.0,70.0,100.0,1,1,1,1,76.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
353644,ADANSI RURAL BANK LTD.,520,85.0,85.0,100.0,2,2,2,1,88.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
353648,CITIZENS RURAL BANK LTD,520,96.67,96.67,100.0,1,1,1,1,97.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
353724,UPPER AMENFI RURAL BANK LTD.,520,96.67,96.67,100.0,1,1,1,1,97.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
353733,Sonzele rural bank,520,93.33,93.33,100.0,2,2,2,0,94.66,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
353825,UPPER MANYA KRO RURAL BANK LTD,520,60.0,60.0,100.0,1,1,1,0,68.0,9.47,VERY_LOW,1,1,none,NEAR_READY,VERY_LOW
353844,ODOTOBRI RURAL BANK LTD.,520,91.66499999999999,91.66499999999999,100.0,2,2,2,1,93.33,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
353845,ARB APEX BANK PLC,520,95.0,95.0,100.0,2,2,2,1,96.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
353910,AKUAPEM RURAL BANK LTD.,520,93.33,93.33,100.0,1,1,1,0,94.66,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
353959,AMENFIMAN RURAL BANK LTD.,520,100.0,100.0,100.0,1,1,1,0,100.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
354047,ASSINMAN RURAL BANK LTD.,520,86.67,86.67,100.0,1,1,1,0,89.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
354090,BONZALI RURAL BANK LTD.,520,96.66499999999999,96.66499999999999,100.0,2,2,2,1,97.33,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
354209,STARLIFE INSURANCE COMPANY,601,68.0,68.0,100.0,1,1,1,0,74.4,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
354365,NZEMA MANLE RURAL BANK LTD.,520,98.33500000000001,98.33500000000001,100.0,2,2,2,0,98.67,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
354742,OFFINSO RURAL BANK LTD.,520,80.0,80.0,100.0,2,2,2,1,84.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
354831,BRAKWA BREMAN RURAL BANK LTD.,520,70.0,70.0,100.0,2,2,2,1,76.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
354874,TIZAA RURAL BANK LTD.,520,90.0,90.0,100.0,1,1,1,0,92.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
355062,LOWER PRA RURAL BANK LTD.,520,90.0,90.0,100.0,1,1,1,1,92.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
355216,ANLO RURAL BANK LIMITED,520,86.67,86.67,100.0,1,1,1,1,89.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
355302,Valley view,391,80.0,80.0,100.0,2,2,2,1,84.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
355395,Kajaji senior high school,596,30.0,30.0,100.0,1,1,1,1,44.0,9.47,VERY_LOW,1,1,none,AT_RISK,VERY_LOW
355395,Kajaji senior high school,597,30.0,30.0,100.0,2,2,2,1,44.0,16.93,VERY_LOW,0,1,none,AT_RISK,VERY_LOW
355395,Kajaji senior high school,598,50.0,50.0,100.0,1,1,1,1,60.0,9.47,VERY_LOW,1,1,none,NEAR_READY,VERY_LOW
355395,Kajaji senior high school,599,52.0,52.0,100.0,5,5,5,1,61.6,26.0,LOW,0,1,none,NEAR_READY,LOW
355445,AMENFIMAN RURAL BANK LTD.,520,93.33,93.33,100.0,1,1,1,0,94.66,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
355574,AHANTAMAN RURAL BANK LTD.,520,96.67,96.67,100.0,1,1,1,0,97.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
355599,CITIZENS RURAL BANK LTD.,520,96.67,96.67,100.0,1,1,1,1,97.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
355604,MPONUA RURAL BANK LTD.,520,86.67,86.67,100.0,1,1,1,0,89.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
355631,NZEMA MANLE RURAL BANK LTD.,520,100.0,100.0,100.0,1,1,1,0,100.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
355718,NKORANZA KWABRE RURAL BANK LTD.,520,93.33,93.33,100.0,1,1,1,0,94.66,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
355828,BAWJIASE AREA RURAL BANK LTD.,520,86.67,86.67,100.0,1,1,1,1,89.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
355895,ABOKOBI AREA RURAL BANK LTD.,520,95.0,95.0,100.0,2,2,2,0,96.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
356198,FIASEMAN RURAL BANK LTD.,520,93.33,93.33,100.0,1,1,1,0,94.66,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
356343,LOWER PRA RURAL BANK LTD.,520,83.33,83.33,100.0,1,1,1,0,86.66,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
356484,ODOTOBRI RURAL BANK LTD.,520,88.33500000000001,88.33500000000001,100.0,2,2,2,1,90.67,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
356525,OKOMFO ANOKYE RURAL BANK LTD.,520,93.33,93.33,100.0,1,1,1,0,94.66,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
356594,SEFWIMAN RURAL BANK LTD,520,93.33,93.33,100.0,1,1,1,1,94.66,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
356644,NYANKUMASI AHENKRO RURAL BANK LTD.,520,90.0,90.0,100.0,2,2,2,1,92.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
356740,UNKNOWN_UNMAPPED,520,85.0,85.0,100.0,2,2,2,1,88.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
356941,SONZELE RURAL BANK LTD.,520,91.66499999999999,91.66499999999999,100.0,2,2,2,1,93.33,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
357150,KWAHU PRASO RURAL BANK LIMITED,520,92.21999999999998,92.21999999999998,100.0,3,3,3,0,93.78,24.4,LOW,0,1,none,READY,LOW
357163,KWAHU PRASO RURAL BANK LIMITED,520,78.33500000000001,78.33500000000001,100.0,2,2,2,1,82.67,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
357192,YAPRA RURAL BANK LTD.,520,88.33500000000001,88.33500000000001,100.0,2,2,2,1,90.67,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
357308,ATWIMA MPONUA RURAL BANK LTD.,520,85.0,85.0,100.0,2,2,2,1,88.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
357347,Opoku Ware school,596,30.0,30.0,100.0,1,1,1,1,44.0,9.47,VERY_LOW,1,1,none,AT_RISK,VERY_LOW
357347,Opoku Ware school,599,40.0,40.0,100.0,2,2,2,1,52.0,16.93,VERY_LOW,0,1,none,AT_RISK,VERY_LOW
357358,Opoku Ware School,597,63.333333333333336,63.333333333333336,100.0,3,3,3,1,70.67,24.4,LOW,0,1,none,READY,LOW
357358,Opoku Ware School,598,30.0,30.0,100.0,1,1,1,1,44.0,9.47,VERY_LOW,1,1,none,AT_RISK,VERY_LOW
357358,Opoku Ware School,599,30.0,30.0,100.0,1,1,1,1,44.0,9.47,VERY_LOW,1,1,none,AT_RISK,VERY_LOW
357388,university of professional studies Accra,589,100.0,100.0,100.0,1,1,1,0,100.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
357392,FIASEMAN RURAL BANK LTD.,520,96.67,96.67,100.0,1,1,1,1,97.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
357544,AHANTAMAN RURAL BANK LTD.,520,93.33500000000001,93.33500000000001,100.0,2,2,2,0,94.67,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
357736,MANYA KROBO RURAL BANK LTD.,520,96.67,96.67,100.0,1,1,1,0,97.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
357934,YAPRA RURAL BANK LTD.,520,83.33,83.33,100.0,1,1,1,1,86.66,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
358006,NKORANMAN RURAL BANK LTD.,520,95.0,95.0,100.0,2,2,2,0,96.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
358143,ATWIMA MPONUA RURAL BANK LTD.,520,90.0,90.0,100.0,1,1,1,0,92.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
358430,OKOMFO ANOKYE RURAL BANK LTD.,520,91.66499999999999,91.66499999999999,100.0,2,2,2,1,93.33,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
358497,UNKNOWN_UNMAPPED,640,80.0,80.0,100.0,1,1,1,1,84.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
358497,UNKNOWN_UNMAPPED,641,80.0,80.0,100.0,1,1,1,0,84.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
358497,UNKNOWN_UNMAPPED,644,20.0,20.0,100.0,2,2,2,1,36.0,16.93,VERY_LOW,0,1,none,AT_RISK,VERY_LOW
358525,UPPER AMENFI RURAL BANK LTD.,520,93.33,93.33,100.0,2,2,2,1,94.66,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
358683,STARLIFE COMPANY,600,96.66499999999999,96.66499999999999,100.0,2,2,2,1,97.33,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
358806,MANYA KROBO RURAL BANK LTD.,520,93.33,93.33,100.0,1,1,1,1,94.66,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
358835,ANLO RURAL BANK LIMITED,520,93.33,93.33,100.0,2,2,2,1,94.66,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
358898,Star Life Assurance Limited,600,100.0,100.0,100.0,2,2,2,1,100.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
359109,Starlife Assurance,601,80.0,80.0,100.0,1,1,1,0,84.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
359314,Star Life Assurance Limited,600,100.0,100.0,100.0,2,2,2,1,100.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
359314,Star Life Assurance Limited,601,68.0,68.0,100.0,1,1,1,0,74.4,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
359577,EJURAMAN RURAL BANK LIMITED,520,93.33,93.33,100.0,1,1,1,0,94.66,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
359881,ATIWA RURAL BANK LTD,520,93.33500000000001,93.33500000000001,100.0,2,2,2,1,94.67,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
360025,KWAHU PRASO RURAL BANK LTD.,520,91.11,91.11,100.0,3,3,3,1,92.89,24.4,LOW,0,1,none,READY,LOW
360044,ASUTIFI RURAL BANK LTD.,520,100.0,100.0,100.0,2,2,2,1,100.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
360094,Star Life Assurance Limited,600,66.66499999999999,66.66499999999999,100.0,2,2,2,1,73.33,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
360157,BAWJIASE AREA RURAL BANK LTD.,520,86.66499999999999,86.66499999999999,100.0,2,2,2,1,89.33,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
360202,AMENFIMAN RURAL BANK LTD.,520,93.33,93.33,100.0,1,1,1,0,94.66,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
360357,BOSOMTWE RURAL BANK LTD.,520,90.0,90.0,100.0,1,1,1,0,92.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
360514,UPPER AMENFI RURAL BANK LTD.,520,95.0,95.0,100.0,2,2,2,1,96.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
360715,AMENFIMAN RURAL BANK LTD.,520,96.66499999999999,96.66499999999999,100.0,2,2,2,0,97.33,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
360763,ASSINMAN RURAL BANK LTD.,520,91.66499999999999,91.66499999999999,100.0,2,2,2,0,93.33,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
360774,NZEMA MANLE RURAL BANK LTD.,520,96.67,96.67,100.0,1,1,1,1,97.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
360953,AHANTAMAN RURAL BANK LTD.,520,93.33,93.33,100.0,1,1,1,0,94.66,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
360983,SONZELE RURAL BANK LTD.,520,81.67,81.67,100.0,2,2,2,1,85.34,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
360995,AMENFIMAN RURAL BANK LTD.,520,90.0,90.0,100.0,2,2,2,1,92.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
361037,AMUGA RURAL BANK LTD.,520,86.67,86.67,100.0,1,1,1,0,89.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
361068,Kajaji senior high school,596,40.0,40.0,100.0,1,1,1,0,52.0,9.47,VERY_LOW,1,1,none,AT_RISK,VERY_LOW
361097,OKOMFO ANOKYE RURAL BANK LTD.,520,100.0,100.0,100.0,2,2,2,1,100.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
361099,KAASEMAN RURAL BANK LTD.,520,90.0,90.0,100.0,1,1,1,0,92.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
361248,EJURAMAN RURAL BANK LIMITED,520,93.33,93.33,100.0,1,1,1,0,94.66,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
361328,ODOTOBRI RURAL BANK LTD.,520,86.66499999999999,86.66499999999999,100.0,2,2,2,1,89.33,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
361334,ADANSI RURAL BANK LTD.,520,86.66499999999999,86.66499999999999,100.0,2,2,2,1,89.33,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
361566,LOWER PRA RURAL BANK LTD.,520,96.67,96.67,100.0,2,2,2,1,97.34,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
361636,UPPER AMENFI RURAL BANK LTD.,520,83.33,83.33,100.0,1,1,1,1,86.66,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
361698,ARB APEX BANK PLC,520,128.33499999999998,128.33499999999998,100.0,2,2,2,1,122.67,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
361715,ATIWA RURAL BANK LTD,520,95.55666666666667,95.55666666666667,100.0,3,3,3,0,96.45,24.4,LOW,0,1,none,READY,LOW
361856,NZEMA MANLE RURAL BANK LTD.,520,100.0,100.0,100.0,2,2,2,0,100.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
361924,MPONUA RURAL BANK LTD.,520,93.33,93.33,100.0,1,1,1,0,94.66,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
362283,AHANTAMAN RURAL BANK LTD.,520,81.67,81.67,100.0,2,2,2,1,85.34,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
362291,StarLife Assurance,600,92.5,92.5,100.0,2,2,2,1,94.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
362291,StarLife Assurance,601,92.0,92.0,100.0,1,1,1,1,93.6,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
362452,ASOKORE MAMPONG RURAL BANK LTD.,520,96.67,96.67,100.0,1,1,1,1,97.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
362474,OKOMFO ANOKYE RURAL BANK LTD.,520,85.0,85.0,100.0,2,2,2,1,88.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
362683,ANUM RURAL BANK LTD.,520,96.67,96.67,100.0,1,1,1,0,97.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
362705,SOUTH AKIM RURAL BANK LTD.,520,91.66499999999999,91.66499999999999,100.0,2,2,2,1,93.33,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
362773,ANLO RURAL BANK LIMITED,520,95.0,95.0,100.0,2,2,2,1,96.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
363318,KINTAMPO RURAL BANK LTD.,520,83.33500000000001,83.33500000000001,100.0,2,2,2,1,86.67,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
363405,DANGME RURAL BANK LTD.,520,95.0,95.0,100.0,2,2,2,1,96.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
363524,SOUTH AKIM RURAL BANK LTD.,520,88.33500000000001,88.33500000000001,100.0,2,2,2,1,90.67,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
363810,AMENFIMAN RURAL BANK LTD.,520,93.33500000000001,93.33500000000001,100.0,2,2,2,0,94.67,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
363908,CAPITAL RURAL BANK LTD.,520,96.66499999999999,96.66499999999999,100.0,2,2,2,0,97.33,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
